PA,AG,SX,PP
Novena,90_and_over,Females,0
Novena,0_to_4,Males,0
Novena,0_to_4,Males,0
Novena,0_to_4,Males,0
Novena,0_to_4,Males,0
Novena,0_to_4,Males,0
Novena,0_to_4,Males,290
Novena,0_to_4,Males,20
Novena,0_to_4,Males,0
Novena,0_to_4,Females,0
Novena,0_to_4,Females,0
Novena,0_to_4,Females,0
Novena,0_to_4,Females,0
Novena,0_to_4,Females,0
Novena,0_to_4,Females,220
Novena,0_to_4,Females,20
Novena,0_to_4,Females,0
Novena,5_to_9,Males,0
Novena,5_to_9,Males,0
Novena,5_to_9,Males,10
Novena,5_to_9,Males,0
Novena,5_to_9,Males,0
Novena,5_to_9,Males,690
Novena,5_to_9,Males,60
Novena,5_to_9,Males,10
Novena,5_to_9,Females,0
Novena,5_to_9,Females,0
Novena,5_to_9,Females,0
Novena,5_to_9,Females,0
Novena,5_to_9,Females,0
Novena,5_to_9,Females,280
Novena,5_to_9,Females,30
Novena,5_to_9,Females,0
Novena,10_to_14,Males,0
Novena,10_to_14,Males,0
Novena,10_to_14,Males,0
Novena,10_to_14,Males,0
Novena,10_to_14,Males,0
Novena,10_to_14,Males,410
Novena,10_to_14,Males,40
Novena,10_to_14,Males,0
Novena,10_to_14,Females,0
Novena,10_to_14,Females,0
Novena,10_to_14,Females,0
Novena,10_to_14,Females,0
Novena,10_to_14,Females,0
Novena,10_to_14,Females,250
Novena,10_to_14,Females,40
Novena,10_to_14,Females,0
Novena,15_to_19,Males,0
Novena,15_to_19,Males,0
Novena,15_to_19,Males,0
Novena,15_to_19,Males,0
Novena,15_to_19,Males,0
Novena,15_to_19,Males,210
Novena,15_to_19,Males,40
Novena,15_to_19,Males,0
Novena,15_to_19,Females,0
Novena,15_to_19,Females,0
Novena,15_to_19,Females,0
Novena,15_to_19,Females,0
Novena,15_to_19,Females,0
Novena,15_to_19,Females,170
Novena,15_to_19,Females,30
Novena,15_to_19,Females,0
Novena,20_to_24,Males,0
Novena,20_to_24,Males,0
Novena,20_to_24,Males,0
Novena,20_to_24,Males,0
Novena,20_to_24,Males,0
Novena,20_to_24,Males,160
Novena,20_to_24,Males,50
Novena,20_to_24,Males,0
Novena,20_to_24,Females,0
Novena,20_to_24,Females,0
Novena,20_to_24,Females,0
Novena,20_to_24,Females,0
Novena,20_to_24,Females,0
Novena,20_to_24,Females,130
Novena,20_to_24,Females,30
Novena,20_to_24,Females,0
Novena,25_to_29,Males,0
Novena,25_to_29,Males,0
Novena,25_to_29,Males,0
Novena,25_to_29,Males,0
Novena,25_to_29,Males,0
Novena,25_to_29,Males,140
Novena,25_to_29,Males,20
Novena,25_to_29,Males,0
Novena,25_to_29,Females,0
Novena,25_to_29,Females,0
Novena,25_to_29,Females,10
Novena,25_to_29,Females,0
Novena,25_to_29,Females,0
Novena,25_to_29,Females,180
Novena,25_to_29,Females,30
Novena,25_to_29,Females,10
Novena,30_to_34,Males,0
Novena,30_to_34,Males,0
Novena,30_to_34,Males,10
Novena,30_to_34,Males,0
Novena,30_to_34,Males,0
Novena,30_to_34,Males,230
Novena,30_to_34,Males,30
Novena,30_to_34,Males,0
Novena,30_to_34,Females,0
Novena,30_to_34,Females,0
Novena,30_to_34,Females,10
Novena,30_to_34,Females,0
Novena,30_to_34,Females,0
Novena,30_to_34,Females,320
Novena,30_to_34,Females,30
Novena,30_to_34,Females,0
Novena,35_to_39,Males,0
Novena,35_to_39,Males,0
Novena,35_to_39,Males,10
Novena,35_to_39,Males,0
Novena,35_to_39,Males,0
Novena,35_to_39,Males,340
Novena,35_to_39,Males,30
Novena,35_to_39,Males,0
Novena,35_to_39,Females,0
Novena,35_to_39,Females,0
Novena,35_to_39,Females,0
Novena,35_to_39,Females,0
Novena,35_to_39,Females,0
Novena,35_to_39,Females,460
Novena,35_to_39,Females,40
Novena,35_to_39,Females,0
Novena,40_to_44,Males,0
Novena,40_to_44,Males,0
Novena,40_to_44,Males,10
Novena,40_to_44,Males,0
Novena,40_to_44,Males,0
Novena,40_to_44,Males,470
Novena,40_to_44,Males,40
Novena,40_to_44,Males,0
Novena,40_to_44,Females,0
Novena,40_to_44,Females,0
Novena,40_to_44,Females,0
Novena,40_to_44,Females,0
Novena,40_to_44,Females,0
Novena,40_to_44,Females,600
Novena,40_to_44,Females,50
Novena,40_to_44,Females,0
Novena,45_to_49,Males,0
Novena,45_to_49,Males,0
Novena,45_to_49,Males,10
Novena,45_to_49,Males,0
Novena,45_to_49,Males,0
Novena,45_to_49,Males,460
Novena,45_to_49,Males,60
Novena,45_to_49,Males,0
Novena,45_to_49,Females,0
Novena,45_to_49,Females,0
Novena,45_to_49,Females,10
Novena,45_to_49,Females,0
Novena,45_to_49,Females,0
Novena,45_to_49,Females,470
Novena,45_to_49,Females,60
Novena,45_to_49,Females,0
Novena,50_to_54,Males,0
Novena,50_to_54,Males,0
Novena,50_to_54,Males,0
Novena,50_to_54,Males,0
Novena,50_to_54,Males,0
Novena,50_to_54,Males,320
Novena,50_to_54,Males,50
Novena,50_to_54,Males,0
Novena,50_to_54,Females,0
Novena,50_to_54,Females,0
Novena,50_to_54,Females,10
Novena,50_to_54,Females,0
Novena,50_to_54,Females,0
Novena,50_to_54,Females,300
Novena,50_to_54,Females,50
Novena,50_to_54,Females,0
Novena,55_to_59,Males,0
Novena,55_to_59,Males,0
Novena,55_to_59,Males,10
Novena,55_to_59,Males,0
Novena,55_to_59,Males,0
Novena,55_to_59,Males,240
Novena,55_to_59,Males,30
Novena,55_to_59,Males,10
Novena,55_to_59,Females,0
Novena,55_to_59,Females,0
Novena,55_to_59,Females,0
Novena,55_to_59,Females,0
Novena,55_to_59,Females,0
Novena,55_to_59,Females,200
Novena,55_to_59,Females,50
Novena,55_to_59,Females,0
Novena,60_to_64,Males,0
Novena,60_to_64,Males,0
Novena,60_to_64,Males,0
Novena,60_to_64,Males,0
Novena,60_to_64,Males,0
Novena,60_to_64,Males,140
Novena,60_to_64,Males,40
Novena,60_to_64,Males,0
Novena,60_to_64,Females,0
Novena,60_to_64,Females,0
Novena,60_to_64,Females,10
Novena,60_to_64,Females,0
Novena,60_to_64,Females,0
Novena,60_to_64,Females,160
Novena,60_to_64,Females,30
Novena,60_to_64,Females,0
Novena,65_to_69,Males,0
Novena,65_to_69,Males,0
Novena,65_to_69,Males,0
Novena,65_to_69,Males,0
Novena,65_to_69,Males,0
Novena,65_to_69,Males,130
Novena,65_to_69,Males,40
Novena,65_to_69,Males,10
Novena,65_to_69,Females,0
Novena,65_to_69,Females,0
Novena,65_to_69,Females,10
Novena,65_to_69,Females,0
Novena,65_to_69,Females,0
Novena,65_to_69,Females,130
Novena,65_to_69,Females,50
Novena,65_to_69,Females,0
Novena,70_to_74,Males,0
Novena,70_to_74,Males,0
Novena,70_to_74,Males,10
Novena,70_to_74,Males,0
Novena,70_to_74,Males,0
Novena,70_to_74,Males,80
Novena,70_to_74,Males,40
Novena,70_to_74,Males,10
Novena,70_to_74,Females,0
Novena,70_to_74,Females,0
Novena,70_to_74,Females,10
Novena,70_to_74,Females,0
Novena,70_to_74,Females,0
Novena,70_to_74,Females,100
Novena,70_to_74,Females,40
Novena,70_to_74,Females,0
Novena,75_to_79,Males,0
Novena,75_to_79,Males,0
Novena,75_to_79,Males,0
Novena,75_to_79,Males,0
Novena,75_to_79,Males,0
Novena,75_to_79,Males,50
Novena,75_to_79,Males,30
Novena,75_to_79,Males,0
Novena,75_to_79,Females,0
Novena,75_to_79,Females,0
Novena,75_to_79,Females,10
Novena,75_to_79,Females,0
Novena,75_to_79,Females,0
Novena,75_to_79,Females,60
Novena,75_to_79,Females,30
Novena,75_to_79,Females,0
Novena,80_to_84,Males,0
Novena,80_to_84,Males,0
Novena,80_to_84,Males,10
Novena,80_to_84,Males,0
Novena,80_to_84,Males,0
Novena,80_to_84,Males,40
Novena,80_to_84,Males,10
Novena,80_to_84,Males,0
Novena,80_to_84,Females,0
Novena,80_to_84,Females,0
Novena,80_to_84,Females,0
Novena,80_to_84,Females,0
Novena,80_to_84,Females,0
Novena,80_to_84,Females,50
Novena,80_to_84,Females,20
Novena,80_to_84,Females,0
Novena,85_to_89,Males,0
Novena,85_to_89,Males,0
Novena,85_to_89,Males,0
Novena,85_to_89,Males,0
Novena,85_to_89,Males,0
Novena,85_to_89,Males,30
Novena,85_to_89,Males,10
Novena,85_to_89,Males,0
Novena,85_to_89,Females,0
Novena,85_to_89,Females,0
Novena,85_to_89,Females,0
Novena,85_to_89,Females,0
Novena,85_to_89,Females,0
Novena,85_to_89,Females,40
Novena,85_to_89,Females,10
Novena,85_to_89,Females,0
Novena,90_and_over,Males,0
Novena,90_and_over,Males,0
Novena,90_and_over,Males,0
Novena,90_and_over,Males,0
Novena,90_and_over,Males,0
Novena,90_and_over,Males,10
Novena,90_and_over,Males,10
Novena,90_and_over,Males,0
Novena,90_and_over,Females,0
Novena,90_and_over,Females,0
Novena,90_and_over,Females,0
Novena,90_and_over,Females,0
Novena,90_and_over,Females,0
Novena,90_and_over,Females,10
Novena,90_and_over,Females,10
Novena,90_and_over,Females,0
Novena,0_to_4,Males,0
Novena,0_to_4,Males,0
Novena,0_to_4,Males,0
Novena,0_to_4,Males,0
Novena,0_to_4,Males,0
Novena,0_to_4,Males,0
Novena,0_to_4,Males,10
Novena,0_to_4,Males,0
Novena,0_to_4,Females,0
Novena,0_to_4,Females,0
Novena,0_to_4,Females,0
Novena,0_to_4,Females,0
Novena,0_to_4,Females,0
Novena,0_to_4,Females,0
Novena,0_to_4,Females,10
Novena,0_to_4,Females,0
Novena,5_to_9,Males,0
Novena,5_to_9,Males,0
Novena,5_to_9,Males,0
Novena,5_to_9,Males,0
Novena,5_to_9,Males,0
Novena,5_to_9,Males,0
Novena,5_to_9,Males,20
Novena,5_to_9,Males,0
Novena,5_to_9,Females,0
Novena,5_to_9,Females,0
Novena,5_to_9,Females,0
Novena,5_to_9,Females,0
Novena,5_to_9,Females,0
Novena,5_to_9,Females,0
Novena,5_to_9,Females,10
Novena,5_to_9,Females,0
Novena,10_to_14,Males,0
Novena,10_to_14,Males,0
Novena,10_to_14,Males,0
Novena,10_to_14,Males,0
Novena,10_to_14,Males,0
Novena,10_to_14,Males,0
Novena,10_to_14,Males,20
Novena,10_to_14,Males,0
Novena,10_to_14,Females,0
Novena,10_to_14,Females,0
Novena,10_to_14,Females,0
Novena,10_to_14,Females,0
Novena,10_to_14,Females,0
Novena,10_to_14,Females,0
Novena,10_to_14,Females,20
Novena,10_to_14,Females,0
Novena,15_to_19,Males,0
Novena,15_to_19,Males,0
Novena,15_to_19,Males,0
Novena,15_to_19,Males,0
Novena,15_to_19,Males,0
Novena,15_to_19,Males,0
Novena,15_to_19,Males,20
Novena,15_to_19,Males,0
Novena,15_to_19,Females,0
Novena,15_to_19,Females,0
Novena,15_to_19,Females,0
Novena,15_to_19,Females,0
Novena,15_to_19,Females,0
Novena,15_to_19,Females,0
Novena,15_to_19,Females,30
Novena,15_to_19,Females,0
Novena,20_to_24,Males,0
Novena,20_to_24,Males,0
Novena,20_to_24,Males,0
Novena,20_to_24,Males,0
Novena,20_to_24,Males,0
Novena,20_to_24,Males,0
Novena,20_to_24,Males,30
Novena,20_to_24,Males,0
Novena,20_to_24,Females,0
Novena,20_to_24,Females,0
Novena,20_to_24,Females,0
Novena,20_to_24,Females,0
Novena,20_to_24,Females,0
Novena,20_to_24,Females,0
Novena,20_to_24,Females,20
Novena,20_to_24,Females,0
Novena,25_to_29,Males,0
Novena,25_to_29,Males,0
Novena,25_to_29,Males,0
Novena,25_to_29,Males,0
Novena,25_to_29,Males,0
Novena,25_to_29,Males,0
Novena,25_to_29,Males,30
Novena,25_to_29,Males,0
Novena,25_to_29,Females,0
Novena,25_to_29,Females,0
Novena,25_to_29,Females,0
Novena,25_to_29,Females,0
Novena,25_to_29,Females,0
Novena,25_to_29,Females,0
Novena,25_to_29,Females,30
Novena,25_to_29,Females,0
Novena,30_to_34,Males,0
Novena,30_to_34,Males,0
Novena,30_to_34,Males,0
Novena,30_to_34,Males,0
Novena,30_to_34,Males,0
Novena,30_to_34,Males,0
Novena,30_to_34,Males,20
Novena,30_to_34,Males,0
Novena,30_to_34,Females,0
Novena,30_to_34,Females,0
Novena,30_to_34,Females,0
Novena,30_to_34,Females,0
Novena,30_to_34,Females,0
Novena,30_to_34,Females,0
Novena,30_to_34,Females,20
Novena,30_to_34,Females,0
Novena,35_to_39,Males,0
Novena,35_to_39,Males,0
Novena,35_to_39,Males,0
Novena,35_to_39,Males,0
Novena,35_to_39,Males,0
Novena,35_to_39,Males,0
Novena,35_to_39,Males,10
Novena,35_to_39,Males,0
Novena,35_to_39,Females,0
Novena,35_to_39,Females,0
Novena,35_to_39,Females,0
Novena,35_to_39,Females,0
Novena,35_to_39,Females,0
Novena,35_to_39,Females,0
Novena,35_to_39,Females,20
Novena,35_to_39,Females,0
Novena,40_to_44,Males,0
Novena,40_to_44,Males,0
Novena,40_to_44,Males,0
Novena,40_to_44,Males,0
Novena,40_to_44,Males,0
Novena,40_to_44,Males,0
Novena,40_to_44,Males,20
Novena,40_to_44,Males,0
Novena,40_to_44,Females,0
Novena,40_to_44,Females,0
Novena,40_to_44,Females,0
Novena,40_to_44,Females,0
Novena,40_to_44,Females,0
Novena,40_to_44,Females,0
Novena,40_to_44,Females,10
Novena,40_to_44,Females,0
Novena,45_to_49,Males,0
Novena,45_to_49,Males,0
Novena,45_to_49,Males,0
Novena,45_to_49,Males,0
Novena,45_to_49,Males,0
Novena,45_to_49,Males,0
Novena,45_to_49,Males,20
Novena,45_to_49,Males,0
Novena,45_to_49,Females,0
Novena,45_to_49,Females,0
Novena,45_to_49,Females,0
Novena,45_to_49,Females,0
Novena,45_to_49,Females,0
Novena,45_to_49,Females,0
Novena,45_to_49,Females,20
Novena,45_to_49,Females,0
Novena,50_to_54,Males,0
Novena,50_to_54,Males,0
Novena,50_to_54,Males,0
Novena,50_to_54,Males,0
Novena,50_to_54,Males,0
Novena,50_to_54,Males,0
Novena,50_to_54,Males,20
Novena,50_to_54,Males,0
Novena,50_to_54,Females,0
Novena,50_to_54,Females,0
Novena,50_to_54,Females,0
Novena,50_to_54,Females,0
Novena,50_to_54,Females,0
Novena,50_to_54,Females,0
Novena,50_to_54,Females,20
Novena,50_to_54,Females,0
Novena,55_to_59,Males,0
Novena,55_to_59,Males,0
Novena,55_to_59,Males,0
Novena,55_to_59,Males,0
Novena,55_to_59,Males,0
Novena,55_to_59,Males,0
Novena,55_to_59,Males,30
Novena,55_to_59,Males,0
Novena,55_to_59,Females,0
Novena,55_to_59,Females,0
Novena,55_to_59,Females,0
Novena,55_to_59,Females,0
Novena,55_to_59,Females,0
Novena,55_to_59,Females,0
Novena,55_to_59,Females,30
Novena,55_to_59,Females,0
Novena,60_to_64,Males,0
Novena,60_to_64,Males,0
Novena,60_to_64,Males,0
Novena,60_to_64,Males,0
Novena,60_to_64,Males,0
Novena,60_to_64,Males,0
Novena,60_to_64,Males,30
Novena,60_to_64,Males,0
Novena,60_to_64,Females,0
Novena,60_to_64,Females,0
Novena,60_to_64,Females,0
Novena,60_to_64,Females,0
Novena,60_to_64,Females,0
Novena,60_to_64,Females,0
Novena,60_to_64,Females,30
Novena,60_to_64,Females,0
Novena,65_to_69,Males,0
Novena,65_to_69,Males,0
Novena,65_to_69,Males,0
Novena,65_to_69,Males,0
Novena,65_to_69,Males,0
Novena,65_to_69,Males,0
Novena,65_to_69,Males,20
Novena,65_to_69,Males,0
Novena,65_to_69,Females,0
Novena,65_to_69,Females,0
Novena,65_to_69,Females,0
Novena,65_to_69,Females,0
Novena,65_to_69,Females,0
Novena,65_to_69,Females,0
Novena,65_to_69,Females,30
Novena,65_to_69,Females,0
Novena,70_to_74,Males,0
Novena,70_to_74,Males,0
Novena,70_to_74,Males,0
Novena,70_to_74,Males,0
Novena,70_to_74,Males,0
Novena,70_to_74,Males,0
Novena,70_to_74,Males,20
Novena,70_to_74,Males,0
Novena,70_to_74,Females,0
Novena,70_to_74,Females,0
Novena,70_to_74,Females,0
Novena,70_to_74,Females,0
Novena,70_to_74,Females,0
Novena,70_to_74,Females,0
Novena,70_to_74,Females,20
Novena,70_to_74,Females,0
Novena,75_to_79,Males,0
Novena,75_to_79,Males,0
Novena,75_to_79,Males,0
Novena,75_to_79,Males,0
Novena,75_to_79,Males,0
Novena,75_to_79,Males,0
Novena,75_to_79,Males,20
Novena,75_to_79,Males,0
Novena,75_to_79,Females,0
Novena,75_to_79,Females,0
Novena,75_to_79,Females,0
Novena,75_to_79,Females,0
Novena,75_to_79,Females,0
Novena,75_to_79,Females,0
Novena,75_to_79,Females,20
Novena,75_to_79,Females,0
Novena,80_to_84,Males,0
Novena,80_to_84,Males,0
Novena,80_to_84,Males,0
Novena,80_to_84,Males,0
Novena,80_to_84,Males,0
Novena,80_to_84,Males,0
Novena,80_to_84,Males,10
Novena,80_to_84,Males,0
Novena,80_to_84,Females,0
Novena,80_to_84,Females,0
Novena,80_to_84,Females,0
Novena,80_to_84,Females,0
Novena,80_to_84,Females,0
Novena,80_to_84,Females,0
Novena,80_to_84,Females,10
Novena,80_to_84,Females,0
Novena,85_to_89,Males,0
Novena,85_to_89,Males,0
Novena,85_to_89,Males,0
Novena,85_to_89,Males,0
Novena,85_to_89,Males,0
Novena,85_to_89,Males,0
Novena,85_to_89,Males,10
Novena,85_to_89,Males,0
Novena,85_to_89,Females,0
Novena,85_to_89,Females,0
Novena,85_to_89,Females,0
Novena,85_to_89,Females,0
Novena,85_to_89,Females,0
Novena,85_to_89,Females,0
Novena,85_to_89,Females,10
Novena,85_to_89,Females,0
Novena,90_and_over,Males,0
Novena,90_and_over,Males,0
Novena,90_and_over,Males,0
Novena,90_and_over,Males,0
Novena,90_and_over,Males,0
Novena,90_and_over,Males,0
Novena,90_and_over,Males,10
Novena,90_and_over,Males,0
Novena,90_and_over,Females,0
Novena,90_and_over,Females,0
Novena,90_and_over,Females,0
Novena,90_and_over,Females,0
Novena,90_and_over,Females,0
Novena,90_and_over,Females,0
Novena,90_and_over,Females,0
Novena,90_and_over,Females,0
Orchard,0_to_4,Males,0
Orchard,0_to_4,Males,0
Orchard,0_to_4,Males,0
Orchard,0_to_4,Males,0
Orchard,0_to_4,Males,0
Orchard,0_to_4,Males,10
Orchard,0_to_4,Males,0
Orchard,0_to_4,Males,0
Orchard,0_to_4,Females,0
Orchard,0_to_4,Females,0
Orchard,0_to_4,Females,0
Orchard,0_to_4,Females,0
Orchard,0_to_4,Females,0
Orchard,0_to_4,Females,10
Orchard,0_to_4,Females,0
Orchard,0_to_4,Females,0
Orchard,5_to_9,Males,0
Orchard,5_to_9,Males,0
Orchard,5_to_9,Males,0
Orchard,5_to_9,Males,0
Orchard,5_to_9,Males,0
Orchard,5_to_9,Males,10
Orchard,5_to_9,Males,0
Orchard,5_to_9,Males,0
Orchard,5_to_9,Females,0
Orchard,5_to_9,Females,0
Orchard,5_to_9,Females,0
Orchard,5_to_9,Females,0
Orchard,5_to_9,Females,0
Orchard,5_to_9,Females,10
Orchard,5_to_9,Females,0
Orchard,5_to_9,Females,0
Orchard,10_to_14,Males,0
Orchard,10_to_14,Males,0
Orchard,10_to_14,Males,0
Orchard,10_to_14,Males,0
Orchard,10_to_14,Males,0
Orchard,10_to_14,Males,10
Orchard,10_to_14,Males,0
Orchard,10_to_14,Males,10
Orchard,10_to_14,Females,0
Orchard,10_to_14,Females,0
Orchard,10_to_14,Females,0
Orchard,10_to_14,Females,0
Orchard,10_to_14,Females,0
Orchard,10_to_14,Females,10
Orchard,10_to_14,Females,0
Orchard,10_to_14,Females,10
Orchard,15_to_19,Males,0
Orchard,15_to_19,Males,0
Orchard,15_to_19,Males,0
Orchard,15_to_19,Males,0
Orchard,15_to_19,Males,0
Orchard,15_to_19,Males,10
Orchard,15_to_19,Males,0
Orchard,15_to_19,Males,0
Orchard,15_to_19,Females,0
Orchard,15_to_19,Females,0
Orchard,15_to_19,Females,0
Orchard,15_to_19,Females,0
Orchard,15_to_19,Females,0
Orchard,15_to_19,Females,10
Orchard,15_to_19,Females,0
Orchard,15_to_19,Females,0
Orchard,20_to_24,Males,0
Orchard,20_to_24,Males,0
Orchard,20_to_24,Males,0
Orchard,20_to_24,Males,0
Orchard,20_to_24,Males,0
Orchard,20_to_24,Males,0
Orchard,20_to_24,Males,0
Orchard,20_to_24,Males,0
Orchard,20_to_24,Females,0
Orchard,20_to_24,Females,0
Orchard,20_to_24,Females,0
Orchard,20_to_24,Females,0
Orchard,20_to_24,Females,0
Orchard,20_to_24,Females,0
Orchard,20_to_24,Females,0
Orchard,20_to_24,Females,0
Orchard,25_to_29,Males,0
Orchard,25_to_29,Males,0
Orchard,25_to_29,Males,0
Orchard,25_to_29,Males,0
Orchard,25_to_29,Males,0
Orchard,25_to_29,Males,10
Orchard,25_to_29,Males,0
Orchard,25_to_29,Males,0
Orchard,25_to_29,Females,0
Orchard,25_to_29,Females,0
Orchard,25_to_29,Females,0
Orchard,25_to_29,Females,0
Orchard,25_to_29,Females,0
Orchard,25_to_29,Females,10
Orchard,25_to_29,Females,0
Orchard,25_to_29,Females,0
Orchard,30_to_34,Males,0
Orchard,30_to_34,Males,0
Orchard,30_to_34,Males,0
Orchard,30_to_34,Males,0
Orchard,30_to_34,Males,0
Orchard,30_to_34,Males,30
Orchard,30_to_34,Males,0
Orchard,30_to_34,Males,10
Orchard,30_to_34,Females,0
Orchard,30_to_34,Females,0
Orchard,30_to_34,Females,0
Orchard,30_to_34,Females,0
Orchard,30_to_34,Females,0
Orchard,30_to_34,Females,20
Orchard,30_to_34,Females,0
Orchard,30_to_34,Females,0
Orchard,35_to_39,Males,0
Orchard,35_to_39,Males,0
Orchard,35_to_39,Males,0
Orchard,35_to_39,Males,0
Orchard,35_to_39,Males,0
Orchard,35_to_39,Males,10
Orchard,35_to_39,Males,0
Orchard,35_to_39,Males,0
Orchard,35_to_39,Females,0
Orchard,35_to_39,Females,0
Orchard,35_to_39,Females,0
Orchard,35_to_39,Females,0
Orchard,35_to_39,Females,0
Orchard,35_to_39,Females,20
Orchard,35_to_39,Females,0
Orchard,35_to_39,Females,0
Orchard,40_to_44,Males,0
Orchard,40_to_44,Males,0
Orchard,40_to_44,Males,0
Orchard,40_to_44,Males,0
Orchard,40_to_44,Males,0
Orchard,40_to_44,Males,20
Orchard,40_to_44,Males,0
Orchard,40_to_44,Males,0
Orchard,40_to_44,Females,0
Orchard,40_to_44,Females,0
Orchard,40_to_44,Females,0
Orchard,40_to_44,Females,0
Orchard,40_to_44,Females,0
Orchard,40_to_44,Females,20
Orchard,40_to_44,Females,0
Orchard,40_to_44,Females,0
Orchard,45_to_49,Males,0
Orchard,45_to_49,Males,0
Orchard,45_to_49,Males,0
Orchard,45_to_49,Males,0
Orchard,45_to_49,Males,0
Orchard,45_to_49,Males,10
Orchard,45_to_49,Males,0
Orchard,45_to_49,Males,10
Orchard,45_to_49,Females,0
Orchard,45_to_49,Females,0
Orchard,45_to_49,Females,0
Orchard,45_to_49,Females,0
Orchard,45_to_49,Females,0
Orchard,45_to_49,Females,20
Orchard,45_to_49,Females,0
Orchard,45_to_49,Females,10
Orchard,50_to_54,Males,0
Orchard,50_to_54,Males,0
Orchard,50_to_54,Males,0
Orchard,50_to_54,Males,0
Orchard,50_to_54,Males,0
Orchard,50_to_54,Males,20
Orchard,50_to_54,Males,0
Orchard,50_to_54,Males,0
Orchard,50_to_54,Females,0
Orchard,50_to_54,Females,0
Orchard,50_to_54,Females,0
Orchard,50_to_54,Females,0
Orchard,50_to_54,Females,0
Orchard,50_to_54,Females,10
Orchard,50_to_54,Females,0
Orchard,50_to_54,Females,0
Orchard,55_to_59,Males,0
Orchard,55_to_59,Males,0
Orchard,55_to_59,Males,0
Orchard,55_to_59,Males,0
Orchard,55_to_59,Males,0
Orchard,55_to_59,Males,10
Orchard,55_to_59,Males,0
Orchard,55_to_59,Males,0
Orchard,55_to_59,Females,0
Orchard,55_to_59,Females,0
Orchard,55_to_59,Females,0
Orchard,55_to_59,Females,0
Orchard,55_to_59,Females,0
Orchard,55_to_59,Females,10
Orchard,55_to_59,Females,0
Orchard,55_to_59,Females,0
Orchard,60_to_64,Males,0
Orchard,60_to_64,Males,0
Orchard,60_to_64,Males,0
Orchard,60_to_64,Males,0
Orchard,60_to_64,Males,0
Orchard,60_to_64,Males,20
Orchard,60_to_64,Males,0
Orchard,60_to_64,Males,10
Orchard,60_to_64,Females,0
Orchard,60_to_64,Females,0
Orchard,60_to_64,Females,0
Orchard,60_to_64,Females,0
Orchard,60_to_64,Females,0
Orchard,60_to_64,Females,10
Orchard,60_to_64,Females,0
Orchard,60_to_64,Females,0
Orchard,65_to_69,Males,0
Orchard,65_to_69,Males,0
Orchard,65_to_69,Males,0
Orchard,65_to_69,Males,0
Orchard,65_to_69,Males,0
Orchard,65_to_69,Males,10
Orchard,65_to_69,Males,0
Orchard,65_to_69,Males,0
Orchard,65_to_69,Females,0
Orchard,65_to_69,Females,0
Orchard,65_to_69,Females,0
Orchard,65_to_69,Females,0
Orchard,65_to_69,Females,0
Orchard,65_to_69,Females,10
Orchard,65_to_69,Females,0
Orchard,65_to_69,Females,0
Orchard,70_to_74,Males,0
Orchard,70_to_74,Males,0
Orchard,70_to_74,Males,0
Orchard,70_to_74,Males,0
Orchard,70_to_74,Males,0
Orchard,70_to_74,Males,10
Orchard,70_to_74,Males,0
Orchard,70_to_74,Males,0
Orchard,70_to_74,Females,0
Orchard,70_to_74,Females,0
Orchard,70_to_74,Females,0
Orchard,70_to_74,Females,0
Orchard,70_to_74,Females,0
Orchard,70_to_74,Females,10
Orchard,70_to_74,Females,0
Orchard,70_to_74,Females,0
Orchard,75_to_79,Males,0
Orchard,75_to_79,Males,0
Orchard,75_to_79,Males,0
Orchard,75_to_79,Males,0
Orchard,75_to_79,Males,0
Orchard,75_to_79,Males,10
Orchard,75_to_79,Males,0
Orchard,75_to_79,Males,0
Orchard,75_to_79,Females,0
Orchard,75_to_79,Females,0
Orchard,75_to_79,Females,0
Orchard,75_to_79,Females,0
Orchard,75_to_79,Females,0
Orchard,75_to_79,Females,10
Orchard,75_to_79,Females,0
Orchard,75_to_79,Females,0
Orchard,80_to_84,Males,0
Orchard,80_to_84,Males,0
Orchard,80_to_84,Males,0
Orchard,80_to_84,Males,0
Orchard,80_to_84,Males,0
Orchard,80_to_84,Males,10
Orchard,80_to_84,Males,0
Orchard,80_to_84,Males,0
Orchard,80_to_84,Females,0
Orchard,80_to_84,Females,0
Orchard,80_to_84,Females,0
Orchard,80_to_84,Females,0
Orchard,80_to_84,Females,0
Orchard,80_to_84,Females,0
Orchard,80_to_84,Females,0
Orchard,80_to_84,Females,0
Orchard,85_to_89,Males,0
Orchard,85_to_89,Males,0
Orchard,85_to_89,Males,0
Orchard,85_to_89,Males,0
Orchard,85_to_89,Males,0
Orchard,85_to_89,Males,0
Orchard,85_to_89,Males,0
Orchard,85_to_89,Males,0
Orchard,85_to_89,Females,0
Orchard,85_to_89,Females,0
Orchard,85_to_89,Females,0
Orchard,85_to_89,Females,0
Orchard,85_to_89,Females,0
Orchard,85_to_89,Females,0
Orchard,85_to_89,Females,0
Orchard,85_to_89,Females,0
Orchard,90_and_over,Males,0
Orchard,90_and_over,Males,0
Orchard,90_and_over,Males,0
Orchard,90_and_over,Males,0
Orchard,90_and_over,Males,0
Orchard,90_and_over,Males,0
Orchard,90_and_over,Males,0
Orchard,90_and_over,Males,0
Orchard,90_and_over,Females,0
Orchard,90_and_over,Females,0
Orchard,90_and_over,Females,0
Orchard,90_and_over,Females,0
Orchard,90_and_over,Females,0
Orchard,90_and_over,Females,0
Orchard,90_and_over,Females,0
